,Dataset,Task,Region,Predicted vs. Observed Evoked Responses
3083,N&N,ForeignListen,7Networks_LH_Vis_3,-0.06327010423314726
3084,N&N,ForeignListen,7Networks_LH_Vis_4,-0.03794987956814203
3085,N&N,ForeignListen,7Networks_LH_Vis_5,-0.12964536280350517
3086,N&N,ForeignListen,7Networks_LH_Vis_6,0.024314482792180275
3087,N&N,ForeignListen,7Networks_LH_Vis_7,-0.02470669400522156
3088,N&N,ForeignListen,Caudate,-0.04267449708986987
3089,N&N,ForeignListen,Hippocampus,0.11263301399193225
3090,N&N,ForeignListen,Null Model,0.07596265767682737
3091,N&N,ForeignListen,Pallidus,-0.000610090783877199
3092,N&N,ForeignListen,Putamen,-0.03981635868796018
3093,N&N,ForeignListen,Thalamus,0.2505961410813637
3094,N&N,ForeignListen,Uniformed Evoked Model,-0.06487109123953207
3095,N&N,ForeignListenQ,7Networks_LH_Vis_1,0.2072402993378608
3096,N&N,ForeignListenQ,7Networks_LH_Vis_2,0.31743705503300385
3097,N&N,ForeignListenQ,7Networks_LH_Vis_3,0.1838266653252496
3098,N&N,ForeignListenQ,7Networks_LH_Vis_4,0.3272457474334322
3099,N&N,ForeignListenQ,7Networks_LH_Vis_5,0.3487989611874696
3100,N&N,ForeignListenQ,7Networks_LH_Vis_6,0.147780452169423
3101,N&N,ForeignListenQ,7Networks_LH_Vis_7,0.20915189224916486
3102,N&N,ForeignListenQ,Caudate,0.09173533935198537
3103,N&N,ForeignListenQ,Hippocampus,0.12656092854213966
3104,N&N,ForeignListenQ,Null Model,0.12820978721190426
3105,N&N,ForeignListenQ,Pallidus,0.12474941398021168
3106,N&N,ForeignListenQ,Putamen,0.052818697385264735
3107,N&N,ForeignListenQ,Thalamus,0.3220838888179702
3108,N&N,ForeignListenQ,Uniformed Evoked Model,-0.0920849621102275
3109,N&N,ForeignRead,7Networks_LH_Vis_1,0.2528458669721839
3110,N&N,ForeignRead,7Networks_LH_Vis_2,0.32758224341982567
3111,N&N,ForeignRead,7Networks_LH_Vis_3,0.33168398468667853
3112,N&N,ForeignRead,7Networks_LH_Vis_4,0.2362203184933185
3113,N&N,ForeignRead,7Networks_LH_Vis_5,0.19264782603169958
3114,N&N,ForeignRead,7Networks_LH_Vis_6,0.11155968972595853
3115,N&N,ForeignRead,7Networks_LH_Vis_7,0.376134821868859
3116,N&N,ForeignRead,Caudate,0.14930004815880657
3117,N&N,ForeignRead,Hippocampus,0.0188148255434975
3118,N&N,ForeignRead,Null Model,0.022328145398166924
3119,N&N,ForeignRead,Pallidus,0.01574513046653266
3120,N&N,ForeignRead,Putamen,0.11096955283781584
3121,N&N,ForeignRead,Thalamus,0.23079423139237246
3122,N&N,ForeignRead,Uniformed Evoked Model,0.10097567117001494
3123,N&N,ForeignReadQ,7Networks_LH_Vis_1,0.37557666158298136
3124,N&N,ForeignReadQ,7Networks_LH_Vis_2,0.35555985809274326
3125,N&N,ForeignReadQ,7Networks_LH_Vis_3,0.3175839558280161
3126,N&N,ForeignReadQ,7Networks_LH_Vis_4,0.23406744169204396
3127,N&N,ForeignReadQ,7Networks_LH_Vis_5,0.01000712651383569
3128,N&N,ForeignReadQ,7Networks_LH_Vis_6,-0.035703021559504076
3129,N&N,ForeignReadQ,7Networks_LH_Vis_7,0.49533517437585334
3130,N&N,ForeignReadQ,Caudate,0.08614567888421243
3131,N&N,ForeignReadQ,Hippocampus,0.0486207978675136
3132,N&N,ForeignReadQ,Null Model,0.025945420549806142
3133,N&N,ForeignReadQ,Pallidus,0.024626116470287434
3134,N&N,ForeignReadQ,Putamen,0.08965813845719132
3135,N&N,ForeignReadQ,Thalamus,0.25155471873310187
3136,N&N,ForeignReadQ,Uniformed Evoked Model,0.09717378999372628
3137,N&N,Harmony,7Networks_LH_Vis_1,0.30745083691728264
3138,N&N,Harmony,7Networks_LH_Vis_2,0.497685177072764
3139,N&N,Harmony,7Networks_LH_Vis_3,0.452654996500036
3140,N&N,Harmony,7Networks_LH_Vis_4,0.43335810883508713
3141,N&N,Harmony,7Networks_LH_Vis_5,0.49686212886960585
3142,N&N,Harmony,7Networks_LH_Vis_6,0.1325042603184373
3143,N&N,Harmony,7Networks_LH_Vis_7,0.48196156031633186
3144,N&N,Harmony,Caudate,0.08149890594728611
3145,N&N,Harmony,Hippocampus,0.11135517894368574
3146,N&N,Harmony,Null Model,0.007594898156953129
3147,N&N,Harmony,Pallidus,-0.06301486705479623
3148,N&N,Harmony,Putamen,0.035677634397853875
3149,N&N,Harmony,Thalamus,0.19434810860311005
3150,N&N,Harmony,Uniformed Evoked Model,0.003459045214048486
3151,N&N,ImagineFuture,7Networks_LH_Vis_1,0.10194518052275292
3152,N&N,ImagineFuture,7Networks_LH_Vis_2,0.2184587699110795
3153,N&N,ImagineFuture,7Networks_LH_Vis_3,0.3014393005487388
3154,N&N,ImagineFuture,7Networks_LH_Vis_4,0.28959596424135153
3155,N&N,ImagineFuture,7Networks_LH_Vis_5,0.2770320239871115
3156,N&N,ImagineFuture,7Networks_LH_Vis_6,0.08686407791038582
3157,N&N,ImagineFuture,7Networks_LH_Vis_7,0.14210568109861194
3158,N&N,ImagineFuture,Caudate,0.0939282275698623
3159,N&N,ImagineFuture,Hippocampus,0.07311253171692807
3160,N&N,ImagineFuture,Null Model,0.005999174835700037
3161,N&N,ImagineFuture,Pallidus,0.015748286667634028
3162,N&N,ImagineFuture,Putamen,0.07612350675676598
3163,N&N,ImagineFuture,Thalamus,0.16311028478923598
3164,N&N,ImagineFuture,Uniformed Evoked Model,0.05226117460562346
3165,N&N,ImagineIf,7Networks_LH_Vis_1,0.29680018761238697
3166,N&N,ImagineIf,7Networks_LH_Vis_2,0.3283546791839705
3167,N&N,ImagineIf,7Networks_LH_Vis_3,0.18142993482825764
3168,N&N,ImagineIf,7Networks_LH_Vis_4,0.4206332970372059
3169,N&N,ImagineIf,7Networks_LH_Vis_5,0.1746670010905573
3170,N&N,ImagineIf,7Networks_LH_Vis_6,-0.03792899303016462
3171,N&N,ImagineIf,7Networks_LH_Vis_7,0.3056509653604724
3172,N&N,ImagineIf,Caudate,0.06523432771964459
3173,N&N,ImagineIf,Hippocampus,0.020238913666820988
3174,N&N,ImagineIf,Null Model,0.093528205135604
3175,N&N,ImagineIf,Pallidus,0.002304737672919381
3176,N&N,ImagineIf,Putamen,-0.06321160201506994
3177,N&N,ImagineIf,Thalamus,0.15806352153926692
3178,N&N,ImagineIf,Uniformed Evoked Model,0.09641151005594045
3179,N&N,ImagineMove,7Networks_LH_Vis_1,0.10443899106174155
3180,N&N,ImagineMove,7Networks_LH_Vis_2,0.22244887651112255
3181,N&N,ImagineMove,7Networks_LH_Vis_3,0.24247075838345244
3182,N&N,ImagineMove,7Networks_LH_Vis_4,0.18745534215579954
3183,N&N,ImagineMove,7Networks_LH_Vis_5,0.21089166461682476
3184,N&N,ImagineMove,7Networks_LH_Vis_6,0.1555533018731116
3185,N&N,ImagineMove,7Networks_LH_Vis_7,0.18224589214104023
3186,N&N,ImagineMove,Caudate,0.22107118658525496
3187,N&N,ImagineMove,Hippocampus,0.08056148972854901
3188,N&N,ImagineMove,Null Model,0.1182747246858844
3189,N&N,ImagineMove,Pallidus,0.10641442308740835
3190,N&N,ImagineMove,Putamen,0.12765976673276047
3191,N&N,ImagineMove,Thalamus,0.22820401372552512
3192,N&N,ImagineMove,Uniformed Evoked Model,-0.18498062001908955
3193,N&N,ImaginePlace,7Networks_LH_Vis_1,0.24409881860020555
3194,N&N,ImaginePlace,7Networks_LH_Vis_2,0.06768693754040173
3195,N&N,ImaginePlace,7Networks_LH_Vis_3,0.07222170558255714
3196,N&N,ImaginePlace,7Networks_LH_Vis_4,0.1253612588450281
3197,N&N,ImaginePlace,7Networks_LH_Vis_5,0.11126812930613557
3198,N&N,ImaginePlace,7Networks_LH_Vis_6,0.12068189713914124
3199,N&N,ImaginePlace,7Networks_LH_Vis_7,0.203165951873715
3200,N&N,ImaginePlace,Caudate,0.1075146044089258
3201,N&N,ImaginePlace,Hippocampus,0.22691034997817328
3202,N&N,ImaginePlace,Null Model,0.1877487659749337
3203,N&N,ImaginePlace,Pallidus,0.05062959527241211
3204,N&N,ImaginePlace,Putamen,0.1106384302623636
3205,N&N,ImaginePlace,Thalamus,0.30036439399450165
3206,N&N,ImaginePlace,Uniformed Evoked Model,-0.17761086908905013
3207,N&N,LanguageSound,7Networks_LH_Vis_1,0.2902029495930074
3208,N&N,LanguageSound,7Networks_LH_Vis_2,0.5315521662122312
3209,N&N,LanguageSound,7Networks_LH_Vis_3,0.45166385470072407
3210,N&N,LanguageSound,7Networks_LH_Vis_4,0.5399164001073634
3211,N&N,LanguageSound,7Networks_LH_Vis_5,0.4874050243044256
3212,N&N,LanguageSound,7Networks_LH_Vis_6,0.247658188790289
3213,N&N,LanguageSound,7Networks_LH_Vis_7,0.38841294943829746
3214,N&N,LanguageSound,Caudate,0.13311763239585528
3215,N&N,LanguageSound,Hippocampus,0.11425110136628451
3216,N&N,LanguageSound,Null Model,0.051981969384826764
3217,N&N,LanguageSound,Pallidus,0.17458584105499994
3218,N&N,LanguageSound,Putamen,0.1559095176326755
3219,N&N,LanguageSound,Thalamus,0.3121271321304973
3220,N&N,LanguageSound,Uniformed Evoked Model,-0.1636812875855758
3221,N&N,LetterFluency,7Networks_LH_Vis_1,0.08958413586050594
3222,N&N,LetterFluency,7Networks_LH_Vis_2,0.28289989063726545
3223,N&N,LetterFluency,7Networks_LH_Vis_3,0.17839850136899982
3224,N&N,LetterFluency,7Networks_LH_Vis_4,0.22112693607711753
3225,N&N,LetterFluency,7Networks_LH_Vis_5,0.2907471464934425
3226,N&N,LetterFluency,7Networks_LH_Vis_6,0.09005039655235968
3227,N&N,LetterFluency,7Networks_LH_Vis_7,0.12442964562712207
3228,N&N,LetterFluency,Caudate,0.04273550672742
3229,N&N,LetterFluency,Hippocampus,0.10102936439435521
3230,N&N,LetterFluency,Null Model,0.08151202483195745
3231,N&N,LetterFluency,Pallidus,-0.024436399043719737
3232,N&N,LetterFluency,Putamen,0.14964617418322443
3233,N&N,LetterFluency,Thalamus,0.2424531452184947
3234,N&N,LetterFluency,Uniformed Evoked Model,-0.11337005113200695
3235,N&N,MapIcon,7Networks_LH_Vis_1,0.4123358687533761
3236,N&N,MapIcon,7Networks_LH_Vis_2,0.6323720892807406
3237,N&N,MapIcon,7Networks_LH_Vis_3,0.5618187704516026
3238,N&N,MapIcon,7Networks_LH_Vis_4,0.5729426896983757
3239,N&N,MapIcon,7Networks_LH_Vis_5,0.5665685890267835
3240,N&N,MapIcon,7Networks_LH_Vis_6,0.2726269424713332
3241,N&N,MapIcon,7Networks_LH_Vis_7,0.43897752839017373
3242,N&N,MapIcon,Caudate,0.06508003681552786
3243,N&N,MapIcon,Hippocampus,0.16301508895675096
3244,N&N,MapIcon,Null Model,0.15449481997129466
3245,N&N,MapIcon,Pallidus,0.030047817562116764
3246,N&N,MapIcon,Putamen,0.11647501623953381
3247,N&N,MapIcon,Thalamus,0.25915850729384177
3248,N&N,MapIcon,Uniformed Evoked Model,0.08471135490319515
3249,N&N,MatchDigit,7Networks_LH_Vis_1,0.08104901303078166
3250,N&N,MatchDigit,7Networks_LH_Vis_2,0.21116647009046505
3251,N&N,MatchDigit,7Networks_LH_Vis_3,0.14663789882893838
3252,N&N,MatchDigit,7Networks_LH_Vis_4,0.20454261043963848
3253,N&N,MatchDigit,7Networks_LH_Vis_5,0.12320002012625952
3254,N&N,MatchDigit,7Networks_LH_Vis_6,0.10845943999979903
3255,N&N,MatchDigit,7Networks_LH_Vis_7,0.034584262890857885
3256,N&N,MatchDigit,Caudate,-0.05071597102994244
3257,N&N,MatchDigit,Hippocampus,0.024684273198925483
3258,N&N,MatchDigit,Null Model,0.09592278461216878
3259,N&N,MatchDigit,Pallidus,-0.04794285571993658
3260,N&N,MatchDigit,Putamen,-0.11185151685358397
3261,N&N,MatchDigit,Thalamus,0.2664531767666726
3262,N&N,MatchDigit,Uniformed Evoked Model,0.04639251623734766
3263,N&N,MatchLetter,7Networks_LH_Vis_1,0.17861028554897965
3264,N&N,MatchLetter,7Networks_LH_Vis_2,0.35362946529248607
3265,N&N,MatchLetter,7Networks_LH_Vis_3,0.23983715480370096
3266,N&N,MatchLetter,7Networks_LH_Vis_4,0.453089678084285
3267,N&N,MatchLetter,7Networks_LH_Vis_5,0.3702053930501295
3268,N&N,MatchLetter,7Networks_LH_Vis_6,-0.029754883830883257
3269,N&N,MatchLetter,7Networks_LH_Vis_7,0.24016853445200628
3270,N&N,MatchLetter,Caudate,0.001461964122272968
3271,N&N,MatchLetter,Hippocampus,0.04432553029368974
3272,N&N,MatchLetter,Null Model,0.14528063609987574
3273,N&N,MatchLetter,Pallidus,0.06280152533261601
3274,N&N,MatchLetter,Putamen,0.07385287840570413
3275,N&N,MatchLetter,Thalamus,0.2338420961316372
3276,N&N,MatchLetter,Uniformed Evoked Model,0.06821578680225984
3277,N&N,MatchNameEasy,7Networks_LH_Vis_1,0.1678791772916535
3278,N&N,MatchNameEasy,7Networks_LH_Vis_2,0.3388110616869609
3279,N&N,MatchNameEasy,7Networks_LH_Vis_3,0.24394991822366618
3280,N&N,MatchNameEasy,7Networks_LH_Vis_4,0.35947850505673346
3281,N&N,MatchNameEasy,7Networks_LH_Vis_5,0.3542587378682524
3282,N&N,MatchNameEasy,7Networks_LH_Vis_6,0.2866094779313844
3283,N&N,MatchNameEasy,7Networks_LH_Vis_7,0.24747150209737087
3284,N&N,MatchNameEasy,Caudate,0.22000726742735133
3285,N&N,MatchNameEasy,Hippocampus,0.1940498974190489
3286,N&N,MatchNameEasy,Null Model,0.3148755050508812
3287,N&N,MatchNameEasy,Pallidus,0.21276615337007418
3288,N&N,MatchNameEasy,Putamen,0.2271445401116224
3289,N&N,MatchNameEasy,Thalamus,0.4387879800901275
3290,N&N,MatchNameEasy,Uniformed Evoked Model,0.3547437889981777
3291,N&N,MatchNameHard,7Networks_LH_Vis_1,0.16208490905808995
3292,N&N,MatchNameHard,7Networks_LH_Vis_2,0.36190421497565645
3293,N&N,MatchNameHard,7Networks_LH_Vis_3,0.2498573399094667
3294,N&N,MatchNameHard,7Networks_LH_Vis_4,0.3728263250856654
3295,N&N,MatchNameHard,7Networks_LH_Vis_5,0.34324664002104993
3296,N&N,MatchNameHard,7Networks_LH_Vis_6,0.22832744359621085
3297,N&N,MatchNameHard,7Networks_LH_Vis_7,0.22946432796574512
3298,N&N,MatchNameHard,Caudate,0.2727149520080643
3299,N&N,MatchNameHard,Hippocampus,0.18503124578946284
3300,N&N,MatchNameHard,Null Model,0.3178445054948366
3301,N&N,MatchNameHard,Pallidus,0.13820189082032866
3302,N&N,MatchNameHard,Putamen,0.16699380273252584
3303,N&N,MatchNameHard,Thalamus,0.3802066324905317
3304,N&N,MatchNameHard,Uniformed Evoked Model,0.37095945227570803
3305,N&N,MemoryDigit,7Networks_LH_Vis_1,0.18140366284374612
3306,N&N,MemoryDigit,7Networks_LH_Vis_2,0.22226541644852169
3307,N&N,MemoryDigit,7Networks_LH_Vis_3,0.30289441216396373
3308,N&N,MemoryDigit,7Networks_LH_Vis_4,0.14142214493070135
3309,N&N,MemoryDigit,7Networks_LH_Vis_5,0.19884303129492087
3310,N&N,MemoryDigit,7Networks_LH_Vis_6,0.2801072019369935
3311,N&N,MemoryDigit,7Networks_LH_Vis_7,0.1796194211076636
3312,N&N,MemoryDigit,Caudate,0.07628193156584415
3313,N&N,MemoryDigit,Hippocampus,0.026070048728291967
3314,N&N,MemoryDigit,Null Model,0.03474160468664773
3315,N&N,MemoryDigit,Pallidus,0.03361393073177184
3316,N&N,MemoryDigit,Putamen,0.06923363772534188
3317,N&N,MemoryDigit,Thalamus,0.1856675227571708
3318,N&N,MemoryDigit,Uniformed Evoked Model,0.03125237229892782
3319,N&N,MemoryLetter,7Networks_LH_Vis_1,0.11746763381729824
3320,N&N,MemoryLetter,7Networks_LH_Vis_2,0.22370143710996757
3321,N&N,MemoryLetter,7Networks_LH_Vis_3,0.14860406701339277
3322,N&N,MemoryLetter,7Networks_LH_Vis_4,0.21006314193863795
3323,N&N,MemoryLetter,7Networks_LH_Vis_5,0.17420034357246614
3324,N&N,MemoryLetter,7Networks_LH_Vis_6,0.1654230062355182
3325,N&N,MemoryLetter,7Networks_LH_Vis_7,0.25609751393441954
3326,N&N,MemoryLetter,Caudate,0.23957061649106134
3327,N&N,MemoryLetter,Hippocampus,0.1272037127686828
3328,N&N,MemoryLetter,Null Model,-0.002726671901790073
3329,N&N,MemoryLetter,Pallidus,0.01797947345349705
3330,N&N,MemoryLetter,Putamen,0.0668345884082284
3331,N&N,MemoryLetter,Thalamus,0.18284917896612618
3332,N&N,MemoryLetter,Uniformed Evoked Model,-0.20772520122625515
3333,N&N,MemoryNameEasy,7Networks_LH_Vis_1,0.005937876999066172
3334,N&N,MemoryNameEasy,7Networks_LH_Vis_2,-0.04703001815402754
3335,N&N,MemoryNameEasy,7Networks_LH_Vis_3,0.07243252331422152
3336,N&N,MemoryNameEasy,7Networks_LH_Vis_4,0.0456272971471805
3337,N&N,MemoryNameEasy,7Networks_LH_Vis_5,0.048445807538710285
3338,N&N,MemoryNameEasy,7Networks_LH_Vis_6,-0.013925239838619227
3339,N&N,MemoryNameEasy,7Networks_LH_Vis_7,0.00874480446198772
3340,N&N,MemoryNameEasy,Caudate,-0.05476500142668911
3341,N&N,MemoryNameEasy,Hippocampus,0.02051028377694537
3342,N&N,MemoryNameEasy,Null Model,0.08572668496746925
3343,N&N,MemoryNameEasy,Pallidus,0.007653091602889998
3344,N&N,MemoryNameEasy,Putamen,0.08752789122975733
3345,N&N,MemoryNameEasy,Thalamus,0.24409571537618843
3346,N&N,MemoryNameEasy,Uniformed Evoked Model,-0.09347197527328681
3347,N&N,MemoryNameHard,7Networks_LH_Vis_1,0.17658263719187883
3348,N&N,MemoryNameHard,7Networks_LH_Vis_2,0.1158467393901037
3349,N&N,MemoryNameHard,7Networks_LH_Vis_3,0.29832897743473336
3350,N&N,MemoryNameHard,7Networks_LH_Vis_4,0.2249633339992434
3351,N&N,MemoryNameHard,7Networks_LH_Vis_5,0.10582904664254174
3352,N&N,MemoryNameHard,7Networks_LH_Vis_6,0.21453805794828154
3353,N&N,MemoryNameHard,7Networks_LH_Vis_7,0.23537880483784326
3354,N&N,MemoryNameHard,Caudate,0.041037500200426555
3355,N&N,MemoryNameHard,Hippocampus,0.08773429063222322
3356,N&N,MemoryNameHard,Null Model,0.04060047795160807
3357,N&N,MemoryNameHard,Pallidus,0.0845639268168612
3358,N&N,MemoryNameHard,Putamen,0.1213337835432799
3359,N&N,MemoryNameHard,Thalamus,0.15659776723190158
3360,N&N,MemoryNameHard,Uniformed Evoked Model,0.0432195519990454
3361,N&N,Metaphor,7Networks_LH_Vis_1,0.10806889086224265
3362,N&N,Metaphor,7Networks_LH_Vis_2,0.18138144857760952
3363,N&N,Metaphor,7Networks_LH_Vis_3,0.1484620240958996
3364,N&N,Metaphor,7Networks_LH_Vis_4,0.1266214960343446
3365,N&N,Metaphor,7Networks_LH_Vis_5,0.06184009170947733
3366,N&N,Metaphor,7Networks_LH_Vis_6,0.10173193548829672
3367,N&N,Metaphor,7Networks_LH_Vis_7,0.26649619674745945
3368,N&N,Metaphor,Caudate,0.06195977403774811
3369,N&N,Metaphor,Hippocampus,0.025038093288406157
3370,N&N,Metaphor,Null Model,0.07342593911636797
3371,N&N,Metaphor,Pallidus,0.01216611093087984
3372,N&N,Metaphor,Putamen,-0.01902212780254597
3373,N&N,Metaphor,Thalamus,0.22539950773284823
3374,N&N,Metaphor,Uniformed Evoked Model,0.06597443314567276
3375,N&N,MirrorImage,7Networks_LH_Vis_1,0.2942850278272689
3376,N&N,MirrorImage,7Networks_LH_Vis_2,0.25957294406867487
3377,N&N,MirrorImage,7Networks_LH_Vis_3,0.30849856318815677
3378,N&N,MirrorImage,7Networks_LH_Vis_4,0.25461450646492395
3379,N&N,MirrorImage,7Networks_LH_Vis_5,0.10185831007203433
3380,N&N,MirrorImage,7Networks_LH_Vis_6,0.1815631712212935
3381,N&N,MirrorImage,7Networks_LH_Vis_7,0.4182329098081025
3382,N&N,MirrorImage,Caudate,-0.03707315982853865
3383,N&N,MirrorImage,Hippocampus,0.0787319107404747
3384,N&N,MirrorImage,Null Model,0.07482020329734132
3385,N&N,MirrorImage,Pallidus,0.08188843132604802
3386,N&N,MirrorImage,Putamen,0.04344710573677019
3387,N&N,MirrorImage,Thalamus,0.21364688173261928
3388,N&N,MirrorImage,Uniformed Evoked Model,0.004368393217650118
3389,N&N,Money,7Networks_LH_Vis_1,0.07983780410968452
3390,N&N,Money,7Networks_LH_Vis_2,0.0359169584560373
3391,N&N,Money,7Networks_LH_Vis_3,0.13519861156283586
3392,N&N,Money,7Networks_LH_Vis_4,0.13930689904833704
3393,N&N,Money,7Networks_LH_Vis_5,0.1636613809642632
3394,N&N,Money,7Networks_LH_Vis_6,0.11402559741378825
3395,N&N,Money,7Networks_LH_Vis_7,0.22126479255552603
3396,N&N,Money,Caudate,-0.03435466896122674
3397,N&N,Money,Hippocampus,0.05893263179221766
3398,N&N,Money,Null Model,0.10480020714604754
3399,N&N,Money,Pallidus,0.04114334631538675
3400,N&N,Money,Putamen,0.09000829832689704
3401,N&N,Money,Thalamus,0.137173786524327
3402,N&N,Money,Uniformed Evoked Model,0.15072734422801037
3403,N&N,MoralImpersonal,7Networks_LH_Vis_1,0.15115869535265367
3404,N&N,MoralImpersonal,7Networks_LH_Vis_2,0.29128050639914677
3405,N&N,MoralImpersonal,7Networks_LH_Vis_3,0.22937121045578546
3406,N&N,MoralImpersonal,7Networks_LH_Vis_4,0.23483768234538607
3407,N&N,MoralImpersonal,7Networks_LH_Vis_5,0.1538485227116827
3408,N&N,MoralImpersonal,7Networks_LH_Vis_6,0.037767236790554326
3409,N&N,MoralImpersonal,7Networks_LH_Vis_7,0.3539035033954507
3410,N&N,MoralImpersonal,Caudate,0.06947128517202672
3411,N&N,MoralImpersonal,Hippocampus,0.18207260763630154
3412,N&N,MoralImpersonal,Null Model,0.020814614129106058
3413,N&N,MoralImpersonal,Pallidus,-0.07233113701521046
3414,N&N,MoralImpersonal,Putamen,0.03417379073927796
3415,N&N,MoralImpersonal,Thalamus,0.2698234432172929
3416,N&N,MoralImpersonal,Uniformed Evoked Model,-0.0838943149252022
3417,N&N,MoralPersonal,7Networks_LH_Vis_1,0.0313444908609116
3418,N&N,MoralPersonal,7Networks_LH_Vis_2,0.055375732007429346
3419,N&N,MoralPersonal,7Networks_LH_Vis_3,0.10096459615795501
3420,N&N,MoralPersonal,7Networks_LH_Vis_4,0.08640202452496759
3421,N&N,MoralPersonal,7Networks_LH_Vis_5,0.1462598310519586
3422,N&N,MoralPersonal,7Networks_LH_Vis_6,0.14851576572200154
3423,N&N,MoralPersonal,7Networks_LH_Vis_7,0.10815382774364192
3424,N&N,MoralPersonal,Caudate,0.08498490017620813
3425,N&N,MoralPersonal,Hippocampus,0.05517690333830918
3426,N&N,MoralPersonal,Null Model,0.029227693442785193
3427,N&N,MoralPersonal,Pallidus,0.02799053837018195
3428,N&N,MoralPersonal,Putamen,0.07110110153700012
3429,N&N,MoralPersonal,Thalamus,0.1743143416329986
3430,N&N,MoralPersonal,Uniformed Evoked Model,-0.13761640029228822
3431,N&N,MusicCategory,7Networks_LH_Vis_1,0.1315550753125375
3432,N&N,MusicCategory,7Networks_LH_Vis_2,0.19170151185404427
3433,N&N,MusicCategory,7Networks_LH_Vis_3,0.3685837739405398
3434,N&N,MusicCategory,7Networks_LH_Vis_4,0.15469872738640733
3435,N&N,MusicCategory,7Networks_LH_Vis_5,0.21376840469508848
3436,N&N,MusicCategory,7Networks_LH_Vis_6,0.3696055715961226
3437,N&N,MusicCategory,7Networks_LH_Vis_7,0.3028958438816551
3438,N&N,MusicCategory,Caudate,0.09163271750323711
3439,N&N,MusicCategory,Hippocampus,0.18274946812361648
3440,N&N,MusicCategory,Null Model,0.07288673530251881
3441,N&N,MusicCategory,Pallidus,0.07871896074615507
3442,N&N,MusicCategory,Putamen,0.03587147465091318
3443,N&N,MusicCategory,Thalamus,0.34007729499638234
3444,N&N,MusicCategory,Uniformed Evoked Model,-0.12904426750551404
3445,N&N,PressLR,7Networks_LH_Vis_1,0.356428438821265
3446,N&N,PressLR,7Networks_LH_Vis_2,0.3370832517143927
3447,N&N,PressLR,7Networks_LH_Vis_3,0.37952597316785436
3448,N&N,PressLR,7Networks_LH_Vis_4,0.3281261434942434
3449,N&N,PressLR,7Networks_LH_Vis_5,0.3126368371168822
3450,N&N,PressLR,7Networks_LH_Vis_6,0.21119263538492714
3451,N&N,PressLR,7Networks_LH_Vis_7,-0.004713417021866673
3452,N&N,PressLR,Caudate,0.10380514484163722
3453,N&N,PressLR,Hippocampus,0.14779417932311215
3454,N&N,PressLR,Null Model,0.15211196978985583
3455,N&N,PressLR,Pallidus,0.11146098382661603
3456,N&N,PressLR,Putamen,0.12804068418657635
3457,N&N,PressLR,Thalamus,0.2830687618276569
3458,N&N,PressLR,Uniformed Evoked Model,0.04154333670784214
3459,N&N,PressLeft,7Networks_LH_Vis_1,0.10641478542031546
3460,N&N,PressLeft,7Networks_LH_Vis_2,0.10961983594754614
3461,N&N,PressLeft,7Networks_LH_Vis_3,0.18099768330303276
3462,N&N,PressLeft,7Networks_LH_Vis_4,0.045971675520397215
3463,N&N,PressLeft,7Networks_LH_Vis_5,0.12200664429149964
3464,N&N,PressLeft,7Networks_LH_Vis_6,0.1363833085059036
3465,N&N,PressLeft,7Networks_LH_Vis_7,0.17215167472010015
3466,N&N,PressLeft,Caudate,0.11436289401584566
3467,N&N,PressLeft,Hippocampus,0.2283898833243009
3468,N&N,PressLeft,Null Model,0.039920846991352246
3469,N&N,PressLeft,Pallidus,0.015380480487388493
3470,N&N,PressLeft,Putamen,0.09014559891407331
3471,N&N,PressLeft,Thalamus,0.2807636994561082
3472,N&N,PressLeft,Uniformed Evoked Model,-0.16604547723826651
3473,N&N,PressOrdEasy,7Networks_LH_Vis_1,0.4952445850322586
3474,N&N,PressOrdEasy,7Networks_LH_Vis_2,0.6171773136770319
3475,N&N,PressOrdEasy,7Networks_LH_Vis_3,0.5657969061851919
3476,N&N,PressOrdEasy,7Networks_LH_Vis_4,0.6659621892726656
3477,N&N,PressOrdEasy,7Networks_LH_Vis_5,0.5354828340225453
3478,N&N,PressOrdEasy,7Networks_LH_Vis_6,0.0031955600243902724
3479,N&N,PressOrdEasy,7Networks_LH_Vis_7,0.4993819501651697
3480,N&N,PressOrdEasy,Caudate,0.1050178873210879
3481,N&N,PressOrdEasy,Hippocampus,0.10959651469337857
3482,N&N,PressOrdEasy,Null Model,0.02818428045858375
3483,N&N,PressOrdEasy,Pallidus,0.031777611458155365
3484,N&N,PressOrdEasy,Putamen,0.1516891108311126
3485,N&N,PressOrdEasy,Thalamus,0.2726565746187949
3486,N&N,PressOrdEasy,Uniformed Evoked Model,-0.014019674695617235
3487,N&N,PressOrdHard,7Networks_LH_Vis_1,0.22409780230687923
3488,N&N,PressOrdHard,7Networks_LH_Vis_2,0.5026391700543364
3489,N&N,PressOrdHard,7Networks_LH_Vis_3,0.4288239495925366
3490,N&N,PressOrdHard,7Networks_LH_Vis_4,0.5618109888493951
3491,N&N,PressOrdHard,7Networks_LH_Vis_5,0.4692939803506606
3492,N&N,PressOrdHard,7Networks_LH_Vis_6,0.23284232195195467
3493,N&N,PressOrdHard,7Networks_LH_Vis_7,0.428511164979174
3494,N&N,PressOrdHard,Caudate,0.20408529885060864
3495,N&N,PressOrdHard,Hippocampus,0.15309336131149143
3496,N&N,PressOrdHard,Null Model,0.1771665936428123
